news_uid,team,date,score,score_norm,is_relevant,reason
1b1ae81cd67c,Alanyaspor,2025-12-21,4,1.0,True,The team's technical staff has resigned entirely after the match.
175a389712eb,Alanyaspor,2025-12-21,3,0.75,True,"The article mentions a 'maç sonu istifa depremi' which translates to a post-match resignation shock, indicating strong criticism and a potential for a manager change."
d82ecca48a85,Alanyaspor,2025-12-21,4,1.0,True,Confirmed firing/resignation of Atılay Caner after match.
3253c5b0dc3d,Alanyaspor,2025-12-21,4,1.0,True,The team's technical staff has resigned entirely after the match.
a6aac9c7c7e3,Alanyaspor,2025-12-21,4,1.0,True,The article explicitly states that the coach has left the team.
49874135617e,Buyuksehyr,2025-12-21,3,0.75,True,"The article discusses the possibility of Ahmed Kutucu leaving Galatasaray, with a mention of 'ayrılık' which means 'separation' or 'departure'."
6e6073664993,Galatasaray,2025-12-21,0,0.0,False,"The article is about Okan Buruk's response to departure rumors, not a manager change."
6d061c67e962,Gaziantep,2025-12-21,0,0.0,False,new coach profile
32abecd7bb6e,Karagumruk,2025-12-21,4,1.0,True,"Confirmed firing/resignation NOW, indicated by 'maç sonu istifa' which translates to 'match end resignation'."
d37d381abe65,Kasimpasa,2025-12-21,3,0.75,True,"The article suggests that a change is inevitable, implying strong criticism or protests."
fbbcf9b3ac17,Kocaelispor,2025-12-21,0,0.0,False,"The article is about the team's performance and the coach's ambitions, but there is no indication of a potential change in the coaching staff."
40db9e4e65d2,Kocaelispor,2025-12-21,0,0.0,True,new appointment article
5c08cfddecaa,Alanyaspor,2025-12-22,0,0.0,False,"The article discusses a positive match result and the coach's comments on the team's performance, but there is no indication of a manager change."
bb1817f15583,Buyuksehyr,2025-12-22,4,1.0,True,"The article states that Nuri Şahin has announced his departure from Başakşehir, indicating a confirmed firing or resignation."
34eff57b0bea,Galatasaray,2025-12-22,0,0.0,False,"The article is about Okan Buruk's experience, not a manager change."
0e5d0e3b0118,Galatasaray,2025-12-22,0,0.0,False,"The article is a biographical profile of the current manager, Okan Buruk, and does not indicate any change in management."
c70b9116302d,Gaziantep,2025-12-22,0,0.0,False,"The article is about the current manager's reaction to a loss, not a potential change."
bd530f5746ce,Gaziantep,2025-12-22,0,0.0,True,"The article headline mentions a shocking score, but it does not indicate any managerial change."
0346a7fe118f,Gaziantep,2025-12-22,2,0.5,True,"The team's loss is criticized by the player, indicating some level of criticism towards the manager."
d2911ca22e59,Karagumruk,2025-12-22,4,1.0,True,"The article explicitly states that the coach, Atılay Canel, has resigned after a loss, with the team mentioning a new restructuring process before the second half of the season."
c74a59fec4ea,Kasimpasa,2025-12-22,2,0.5,True,"The coach is criticizing the team's performance and suggesting changes, indicating moderate dissatisfaction."
0f06c9be68fc,Kasimpasa,2025-12-22,0,0.0,True,new coach profile
14c427605948,Rizespor,2025-12-22,4,1.0,True,"The article mentions that the table has cleared up after the change in the coach at Çaykur Rizespor, implying a confirmed firing or resignation."
7a6d3c14f312,Samsunspor,2025-12-22,2,0.5,True,"The article mentions the coach is experiencing a disappointment, indicating criticism."
5403d59cca90,Trabzonspor,2025-12-22,2,0.5,True,"The manager is criticizing the team's performance, indicating a moderate level of dissatisfaction."
b8e65d68fbec,Antalyaspor,2025-12-23,4,1.0,True,The article explicitly states that Erol Bulut has been sacked after 10 games in his new job.
2124f9c84ec2,Besiktas,2025-12-23,0,0.0,False,"The article provides a response to departure rumors, but does not indicate any change in the manager's status."
1c18fe207313,Besiktas,2025-12-23,4,1.0,True,"The article mentions a 'ayrılık' (separation) statement from Mert Günok, implying a significant change in the team's management."
95935aec0968,Besiktas,2025-12-23,0,0.0,True,"The article is a response to departure rumors, indicating a mild signal."
dc633634ad87,Besiktas,2025-12-23,0,0.0,True,"The article is a response to departure rumors, but does not confirm any change in management."
f86144e62124,Besiktas,2025-12-23,3,0.75,True,Protests/named replacement indicated by 'Ayrılık Rüzgârı' which means 'Separation Wind'.
21137d5db73b,Fenerbahce,2025-12-23,0,0.0,False,"The article is about the current manager's comments on a match, not a change in management."
301e9d60a40c,Goztep,2025-12-23,4,1.0,True,The manager resigned after a 1-0 loss and later apologized.
71b21888ab84,Kocaelispor,2025-12-23,0,0.0,False,"The article is about the team's coach Selçuk İnan's statement, not a change in the coaching position."
04ec88be1b76,Trabzonspor,2025-12-23,0,0.0,False,"The article is about the team's performance and the coach's statement, but there is no indication of a manager change."
a88b52daba04,Antalyaspor,2025-12-24,1,0.25,True,"Departure rumour/reversed, as there are two candidates for the managerial position."
984a084aae4d,Besiktas,2025-12-24,0,0.0,False,"The article is a pre-match analysis by the current coach, not related to a potential change in management."
f5ff370bdb92,Eyupspor,2025-12-24,4,1.0,True,The article explicitly states that a departure has been officially announced.
1d0f80533a5c,Fenerbahce,2025-12-24,0,0.0,False,"The article is about the current manager's statement, not a change in management."
c5283e2d334a,Gaziantep,2025-12-24,0,0.0,False,no mention of manager change
273e2833ec16,Alanyaspor,2025-12-25,2,0.5,True,"The article mentions that 12 teams in the Süper Lig have changed coaches in 17 weeks, indicating criticism towards the current state of coaching stability."
7a45e6ad7684,Alanyaspor,2025-12-25,0,0.0,False,"The article is about teams that changed managers in the first half of the season, but it does not mention Alanyaspor's current manager situation."
8d68ba6ea8af,Alanyaspor,2025-12-25,0,0.0,True,"The article mentions 12 teams changing coaches, but does not specify if Alanyaspor is one of them."
7d8012f849c1,Besiktas,2025-12-25,0,0.0,True,"The article is about the number of coach changes in the Süper Lig, not specifically about Besiktas or a manager change."
eb47ddacdcea,Galatasaray,2025-12-25,4,1.0,True,The article explicitly states that there is a confirmed departure.
1f31f146fae6,Galatasaray,2025-12-25,0,0.0,True,new appointment articles always score 0
ac1846823ab9,Kocaelispor,2025-12-25,0,0.0,False,new coach profile
51f494696b3a,Samsunspor,2025-12-25,2,0.5,True,"The article contains criticism of the current manager, Thomas Reis, regarding the Turkish Cup format."
73fa08bacc24,Alanyaspor,2025-12-26,0,0.0,False,new coach profile
ea8502558f3e,Besiktas,2025-12-27,3,0.75,True,"The article mentions criticism towards the coach, specifically mentioning a 'ayrılık ateşine bir odun' which translates to 'adding fuel to the fire of separation', implying tension and potential departure."
6c24967c57f1,Galatasaray,2025-12-27,4,1.0,True,"The article mentions a 'çifte ayrılık' (double departure) and that two stars are close to leaving, indicating a strong signal of managerial change."
641da7c65daf,Besiktas,2025-12-28,4,1.0,True,The article reports that Sergen Yalçın has resigned from his position as manager of Beşiktaş.
c1755ea626ea,Besiktas,2025-12-28,4,1.0,True,Confirmed firing/resignation NOW.
d121f3ace5ea,Besiktas,2025-12-28,0,0.0,True,"The article discusses the reasons behind Necip Uysal's exclusion from the team, but does not mention any manager change or departure."
c90a10d17945,Karagumruk,2025-12-29,0,0.0,False,new coach appointment
7d9822bdd99b,Karagumruk,2025-12-29,0,0.0,False,"new appointment, no manager change expected"
aa38f69dbfa2,Karagumruk,2025-12-29,0,0.0,False,"new appointment, no manager change expected"
85709e591cb9,Karagumruk,2025-12-29,0,0.0,False,new coach appointment
8214b47d84f5,Karagumruk,2025-12-29,0,0.0,True,new coach appointment
b2d0e065041b,Karagumruk,2025-12-29,0,0.0,False,new coach appointment
fa3f2c572cfa,Karagumruk,2025-12-29,0,0.0,True,new coach profile
86b1f751272d,Karagumruk,2025-12-29,0,0.0,False,"new appointment, no manager change expected"
b2c628628618,Karagumruk,2025-12-29,0,0.0,True,new coach profile
64680508e90f,Karagumruk,2025-12-29,0,0.0,True,new coach profile
66319d4332f4,Karagumruk,2025-12-29,0,0.0,True,new coach profile
082d9141f478,Karagumruk,2025-12-29,0,0.0,True,new coach profile
c7541abae0e2,Karagumruk,2025-12-29,0,0.0,False,new appointment
a4c30f545d32,Karagumruk,2025-12-29,0,0.0,False,new coach profile
9e1a3723530e,Karagumruk,2025-12-29,0,0.0,False,new coach appointment
4d74d4255df7,Konyaspor,2025-12-29,0,0.0,False,new coach profile
d9eb7b82a8a0,Galatasaray,2025-12-30,4,1.0,True,"The article mentions 'istifa' (resignation) in the context of a court decision affecting the team, indicating a strong signal of the manager's departure."
ab6623ff4772,Karagumruk,2025-12-30,0,0.0,False,new appointment
1fa242bd3c2e,Karagumruk,2025-12-30,0,0.0,True,new coach profile
0a366db4ff67,Karagumruk,2025-12-30,0,0.0,True,new coach profile
420a8aed3fb4,Kocaelispor,2025-12-30,4,1.0,True,"The team's contract with the manager was mutually terminated, indicating a confirmed firing."
98ee5703fe08,Antalyaspor,2025-12-31,4,1.0,True,"The article headline mentions a record of coach change in Süper Lig, implying a confirmed firing or resignation."
586c221dae8d,Besiktas,2025-12-31,4,1.0,True,"Confirmed firing/resignation of Demir Ege, with the headline indicating that he is being let go by Beşiktaş."
7de9aef23714,Fenerbahce,2025-12-31,3,0.75,True,"The article mentions a surprise departure and serious offers, indicating a strong signal of a manager change."
8bca06c4cb12,Kasimpasa,2025-12-31,0,0.0,False,new coach appointment
742092a9f357,Kocaelispor,2025-12-31,0,0.0,False,"The article headline suggests a positive outcome for the team, indicating no manager change is expected."
a7eac38726d0,Rizespor,2025-12-31,2,0.5,True,"The coach is expressing criticism about the second half of the season, indicating a potential issue with his performance."
13e3bfde2298,Rizespor,2025-12-31,0,0.0,True,"The article headline mentions Recep Uçar, suggesting he is still the manager of Rizespor."
108dda66df02,Antalyaspor,2026-01-01,0,0.0,True,new coach profile
cc97679b36a5,Antalyaspor,2026-01-01,0,0.0,True,new coach profile
262bf94e249f,Antalyaspor,2026-01-01,0,0.0,False,new coach profile
1325ab5df2e2,Besiktas,2026-01-01,0,0.0,False,"The article is about Necip Uysal's career, not a recent managerial change."
7a94399707df,Antalyaspor,2026-01-02,0,0.0,True,new appointment
8223ac29a8f6,Antalyaspor,2026-01-02,0,0.0,False,new coach appointment
2e3e7506d9ca,Antalyaspor,2026-01-02,1,0.25,True,departure rumour/reversed indicated by 'ters köşe' which means 'upside down' or 'reversal' in Turkish
edff4f41c47d,Antalyaspor,2026-01-02,0,0.0,False,new coach profile
d4fcff4b5e04,Antalyaspor,2026-01-02,0,0.0,False,new coach appointment
632dcf89b01d,Antalyaspor,2026-01-02,0,0.0,False,new appointment
a01517abca1d,Antalyaspor,2026-01-02,0,0.0,False,new coach appointment
2a20570b4374,Antalyaspor,2026-01-02,0,0.0,True,new coach profile
88d8cdb00ce1,Antalyaspor,2026-01-02,0,0.0,False,new coach profile
a478dbca0e52,Antalyaspor,2026-01-02,0,0.0,False,new coach profile
af1c4a39e76c,Antalyaspor,2026-01-03,0,0.0,False,new coach profile
3dd56b6f9454,Antalyaspor,2026-01-03,0,0.0,False,new appointment
ed61a64a8769,Antalyaspor,2026-01-04,0,0.0,False,new coach profile
ce20bd8b53ff,Besiktas,2026-01-04,4,1.0,True,"Confirmed firing/resignation NOW, as indicated by the headline 'Beşiktaş'ta ilk ayrılık açıklandı! Geri dönüyor' which translates to 'First departure announced at Beşiktaş! Returning'"
d750e84a31fa,Eyupspor,2026-01-04,4,1.0,True,"The article explicitly states that Eyüpspor parted ways with their coach, Orhan Ak."
9ec92ea39203,Eyupspor,2026-01-04,4,1.0,True,Eyüpspor confirmed they parted ways with their coach Orhan Ak.
1345f20548b2,Eyupspor,2026-01-04,4,1.0,True,The article explicitly states that Orhan Ak's era has ended at Eyupspor.
9029f1591b59,Eyupspor,2026-01-04,4,1.0,True,Confirmed firing/resignation NOW.
91c674a401e8,Eyupspor,2026-01-04,4,1.0,True,"The article headline explicitly states that the Orhan Ak era has ended, indicating a confirmed firing or resignation."
841ee4557fae,Eyupspor,2026-01-04,0,0.0,True,new coach profile
655131c7d3d8,Eyupspor,2026-01-04,4,1.0,True,Confirmed firing/resignation of Teknik Direktör Orhan Ak.
aa8d0ef834f8,Eyupspor,2026-01-04,4,1.0,True,Confirmed firing/resignation of current coach Orhan Ak.
f8e1645f66e4,Eyupspor,2026-01-04,4,1.0,True,Confirmed firing/resignation of Eyüpspor's manager Orhan Ak.
05061086023f,Eyupspor,2026-01-04,4,1.0,True,"The article explicitly states that the Orhan Ak era has ended, indicating a confirmed firing or resignation."
e33baaa6f94d,Eyupspor,2026-01-04,4,1.0,True,"The article headline indicates that the Orhan Ak era has ended, suggesting a confirmed firing or resignation."
4b7251fea25e,Eyupspor,2026-01-04,4,1.0,True,"The article mentions that Orhan Ak has left the team, indicating a confirmed firing."
d02db613401a,Eyupspor,2026-01-04,4,1.0,True,The article explicitly states that there is a confirmed resignation.
3a9f56202282,Fenerbahce,2026-01-04,0,0.0,True,"The article headline mentions a player leaving Fenerbahçe, but it does not mention anything about the manager."
79a7eeeba20b,Trabzonspor,2026-01-04,0,0.0,False,"The article is about the current manager's statement, not a change in management."
6399bd02cfab,Antalyaspor,2026-01-05,0,0.0,True,new coach profile
17e28d719882,Eyupspor,2026-01-05,4,1.0,True,Eyüpspor has confirmed the departure of Orhan Ak.
f0206848dee5,Trabzonspor,2026-01-05,0,0.0,True,"The article headline mentions a player's statement, not a manager change."
1e12c225f171,Trabzonspor,2026-01-05,2,0.5,True,"The team's loss led to criticism from the manager, Fatih Tekke."
af68b2e4a553,Besiktas,2026-01-06,4,1.0,True,"Confirmed firing/resignation NOW, as indicated by the headline 'Beşiktaş'ta ayrılık!' which translates to 'Departure!'"
9d67806df97f,Besiktas,2026-01-06,3,0.75,True,Protests/named replacement are mentioned in the article headline.
34f8a8649fa8,Besiktas,2026-01-06,0,0.0,False,"No relation to Besiktas, article is about Manchester United."
e79d1274dbb3,Eyupspor,2026-01-06,3,0.75,True,"Protests/named replacement is not explicitly mentioned, but the article mentions 'düşme tehlikesi' which translates to 'relegation threat' and 'ayrılıklar' which implies a separation or a change, however, the article does not explicitly mention a new coach or a manager change, but the context suggests a strong criticism of the team's performance."
2762c5da9bf4,Samsunspor,2026-01-06,2,0.5,True,"The manager is criticizing his team's performance, indicating a moderate level of dissatisfaction."
75238f07902c,Samsunspor,2026-01-06,2,0.5,True,"The team manager Thomas Reis admitted to playing cowardly after a loss, indicating criticism towards his performance."
533ad3ef799e,Samsunspor,2026-01-06,0,0.0,False,"The article is about the current manager's comments on a match, not a change in management."
ab54122fa9df,Trabzonspor,2026-01-06,0,0.0,False,"The article is about the team's coach giving a pre-match analysis, not about a change in the coaching staff."
ab6f6f0d7bf8,Antalyaspor,2026-01-07,0,0.0,True,new coach profile
687bdf20c7b9,Eyupspor,2026-01-07,4,1.0,True,"The article headline explicitly states that the Orhan Ak era has ended, indicating a confirmed firing or resignation."
ff6133b66521,Eyupspor,2026-01-07,4,1.0,True,"The article is about a player leaving the team, not a manager change."
ebc343cee495,Galatasaray,2026-01-07,0,0.0,False,"The article is about a local government official being removed from their position, not related to the Galatasaray team."
c735641aa6c1,Gaziantep,2026-01-07,4,1.0,True,The article mentions a sudden and confirmed departure of Ergin Ataman from Gaziantep.
055c4aa24368,Konyaspor,2026-01-07,4,1.0,True,"The former manager of Konyaspor has been sent to the Disciplinary Committee due to a betting investigation, indicating a strong likelihood of his immediate departure."
09512a54b1cf,Besiktas,2026-01-08,0,0.0,False,"The article is about Ole Gunnar Solskjaer, not Besiktas, and does not mention a manager change."
02820e3a7586,Besiktas,2026-01-08,0,0.0,False,"The article is about Ole Gunnar Solskjaer's performance at Besiktas, but it does not mention any managerial change or rumors."
685d2d1010f3,Kasimpasa,2026-01-08,0,0.0,False,new coach profile
38ed0d57e8bb,Kasimpasa,2026-01-08,0,0.0,False,"The article is about the team's coach participating in an award, no indication of a change in management."
f35cf39fd96e,Besiktas,2026-01-09,0,0.0,False,No mention of Besiktas or a manager change
ba743978cee3,Fenerbahce,2026-01-09,0,0.0,False,"The article is about the current manager's statement, not a change in management."
03af479042d2,Galatasaray,2026-01-09,2,0.5,True,"The manager is expressing criticism towards the team's performance, but there's no indication of a departure or a new appointment."
54411f1c180f,Goztep,2026-01-09,0,0.0,True,new coach profile
6df0125da6fd,Konyaspor,2026-01-09,3,0.75,True,"The article mentions Çağdaş Atan wanting to lead Konyaspor strongly, implying a potential replacement for the current manager."
64f2ee121eb1,Galatasaray,2026-01-10,0,0.0,True,"The article headline discusses Okan Buruk's performance, not a potential change in manager."
5f50e25aec33,Genclerbirligi,2026-01-10,0,0.0,False,"The article is about a player, not a manager change."
84bdf1b8b1f5,Trabzonspor,2026-01-10,0,0.0,False,"The article is about the current manager's statement, not a change in management."
d5a2b4f0d708,Galatasaray,2026-01-11,0,0.0,False,"The article is a post-match congratulatory message from Okan Buruk to Fenerbahçe, indicating no managerial change."
18a5ee77b20a,Genclerbirligi,2026-01-11,0,0.0,False,new coach profile
2fd9a5ca7467,Antalyaspor,2026-01-12,0,0.0,False,new coach profile
4fc3585d6c8b,Kasimpasa,2026-01-12,0,0.0,False,new appointment article
3129656701d7,Kayserispor,2026-01-12,0,0.0,False,"The article is an interview with the current coach, there is no indication of a change in management."
8a9b20ef6432,Kayserispor,2026-01-12,0,0.0,False,"The article is an interview with the current coach, there is no indication of a change in management."
9d664359396d,Kayserispor,2026-01-12,0,0.0,False,"The article is an interview with the current coach, there is no indication of a change in management."
4b0a83649edf,Konyaspor,2026-01-12,4,1.0,True,"The article mentions that Real Madrid has fired Xabi Alonso and appointed a new coach, indicating a strong signal of a manager change."
f8e9a800c76d,Trabzonspor,2026-01-12,0,0.0,True,new appointment announcement
5a2cdb2a8f94,Alanyaspor,2026-01-13,3,0.75,True,"The coach expressed disappointment, indicating potential dissatisfaction with the team's performance."
c376945cd9ab,Besiktas,2026-01-13,0,0.0,False,No mention of Besiktas or Turkish Süper Lig
86a5c8432f34,Buyuksehyr,2026-01-13,0,0.0,False,The article does not mention a manager change or a new appointment.
413501e1bde7,Eyupspor,2026-01-13,0,0.0,False,new coach profile
0a2f7f775db4,Eyupspor,2026-01-13,0,0.0,False,new coach appointment
1c3c68740db9,Eyupspor,2026-01-13,0,0.0,False,new coach appointment
9e5e7c30beca,Eyupspor,2026-01-13,0,0.0,True,"The article headline mentions a statement from the team, but it does not explicitly state a change in the manager."
f1d76cf6224c,Eyupspor,2026-01-13,0,0.0,False,"new coach appointment, no manager change expected"
4e8f90564fd6,Eyupspor,2026-01-13,0,0.0,True,new coach profile
f5bd2f747dee,Eyupspor,2026-01-13,0,0.0,False,new coach profile
b81f11849dcb,Eyupspor,2026-01-13,0,0.0,False,new coach profile
077767d7419c,Eyupspor,2026-01-13,0,0.0,False,new coach appointment
ace52e8ce334,Eyupspor,2026-01-13,0,0.0,False,new coach appointment
38ec0c65ee7d,Eyupspor,2026-01-13,0,0.0,False,new coach appointment
d6b55c2ed609,Fenerbahce,2026-01-13,0,0.0,False,"The article is about the current coach's statement, indicating no change is expected."
0b3609a9f251,Fenerbahce,2026-01-13,3,0.75,True,Protests/named replacement indicated by 'iki ayrılık kararı' (two separation decisions) and 'Tedesco neşteri vurdu' (Tedesco hit the joy of the fans)
2b82245b6aff,Fenerbahce,2026-01-13,4,1.0,True,Confirmed departure of a star player from Fenerbahçe.
b7ac97ba06a9,Gaziantep,2026-01-13,2,0.5,True,"The manager, Burak Yılmaz, is expressing criticism towards the team, indicating a moderate level of dissatisfaction."
8625a5fb156b,Kasimpasa,2026-01-13,0,0.0,True,"The article is about Emre Belözoğlu's comments on Kasımpaşa, but there is no indication of a potential manager change."
ba98eb22a147,Kasimpasa,2026-01-13,0,0.0,False,new coach profile
b81096456a52,Antalyaspor,2026-01-14,0,0.0,False,"The article is about the current manager's positive statement, no indication of a change."
285cfb142c83,Besiktas,2026-01-14,0,0.0,False,No mention of Besiktas or a manager change
d28b5c3ec787,Eyupspor,2026-01-14,0,0.0,True,new coach profile
40a2206615a1,Rizespor,2026-01-14,0,0.0,False,"The article is about the current manager's statement, not a change in management."
6a8855871c9b,Trabzonspor,2026-01-14,0,0.0,True,"The article mentions the current manager Fatih Tekke, but does not indicate any change in his position."
bf7de87cab6e,Eyupspor,2026-01-15,1,0.25,True,Departure rumour/reversed indicated by 'transfer sinyali' (transfer signal)
b969118fd60f,Galatasaray,2026-01-17,0,0.0,False,"The article confirms that Okan Buruk has denied departure rumors and is happy, indicating no signal for a manager change."
a8e54cda844a,Galatasaray,2026-01-17,0,0.0,False,"The article confirms that Okan Buruk is not leaving Galatasaray, so there is no expectation of a manager change."
fa4bd7a16c79,Alanyaspor,2026-01-18,0,0.0,False,"The article is about the current coach, not a change."
39d034f60e49,Alanyaspor,2026-01-18,3,0.75,True,"The article mentions a team (Alanyaspor) that is not the subject of the article, but the manager of Fenerbahçe, Joao Pereira, is discussing a loss, which could imply criticism and potential managerial change."
2c0501aa026b,Antalyaspor,2026-01-18,0,0.0,False,no signal or new appointment
7b57c6ff3595,Galatasaray,2026-01-18,4,1.0,True,"The article is asking if Okan Buruk has resigned, suggesting a strong expectation of a manager change."
a8057c1c3955,Galatasaray,2026-01-18,3,0.75,True,"Tribünlerde ‘yönetim istifa’ sesleri indicates protests against the current management, suggesting a strong signal for a potential change in management."
849b9490ca83,Galatasaray,2026-01-18,4,1.0,True,The article headline explicitly mentions protests from Galatasaray fans demanding Okan Buruk's resignation after a match.
380f9389ca8d,Kasimpasa,2026-01-18,2,0.5,True,"Criticism from the coach towards the team's performance, specifically mentioning a 'hayal kırıklığı' (disappointment) in the second half."
8812ce475182,Kasimpasa,2026-01-18,3,0.75,True,"The article mentions the coach is unhappy with the team's performance, implying criticism and possibly protests."
3a2ab47b5f48,Kocaelispor,2026-01-18,0,0.0,False,"The article is about Trabzonspor, not Kocaelispor."
4d7b471a882e,Trabzonspor,2026-01-18,4,1.0,True,"The team has accepted a new offer and separation is near, indicating a confirmed firing or resignation."
5274beef912a,Alanyaspor,2026-01-19,2,0.5,True,"The coach is criticizing the team's performance in the second half, indicating a moderate level of dissatisfaction."
f707e5438685,Alanyaspor,2026-01-19,3,0.75,True,"The article mentions criticism from the team's coach, indicating a strong signal of potential managerial change."
1dde777653d1,Alanyaspor,2026-01-19,2,0.5,True,"The coach is criticizing the team's performance, indicating some level of dissatisfaction."
73ef10b9ab23,Alanyaspor,2026-01-19,4,1.0,True,The article headline mentions the team's manager being removed from their position.
1063eb0d313d,Besiktas,2026-01-19,0,0.0,False,"The article is about Sergen Yalçın's comments on player transfers, not a potential manager change."
eb1381e1a5cb,Eyupspor,2026-01-19,4,1.0,True,"The article headline mentions a departure decision after a match, indicating a confirmed firing or resignation."
345e27f4730f,Fenerbahce,2026-01-19,0,0.0,True,new coach profile
2bc12087f85c,Kayserispor,2026-01-19,0,0.0,False,"The article does not mention a manager change, and the manager Djalovic is still in his position."
ac1e932abe0d,Kayserispor,2026-01-19,3,0.75,True,Beşiktaş fans called for the resignation of the management after a disappointing win against Kayserispor.
204d4216f0c9,Konyaspor,2026-01-19,2,0.5,True,"The manager is criticizing the team's performance, indicating a moderate level of dissatisfaction."
964669917208,Konyaspor,2026-01-19,3,0.75,True,"The article mentions the coach is in a difficult situation, implying protests or criticism from fans or the team."
f8ba48910735,Trabzonspor,2026-01-19,0,0.0,False,The article headline does not indicate a change in manager.
a452e1bad02c,Trabzonspor,2026-01-19,0,0.0,False,"The article is about a salary revision for the current coach, not a change in manager."
99539c226091,Trabzonspor,2026-01-19,0,0.0,False,"The article is about salary revision, not a manager change."
d645e647f466,Trabzonspor,2026-01-19,0,0.0,False,"The article is about contract extension, not a manager change."
7f7a8251bab9,Trabzonspor,2026-01-19,0,0.0,False,"The article is about contract revision, not a manager change."
d89e6f4828ee,Antalyaspor,2026-01-20,4,1.0,True,"The article explicitly states that the manager, Alex De Souza, has been fired again."
b5e5920ff327,Eyupspor,2026-01-20,0,0.0,False,no signal or new appointment
82f4c7862db9,Eyupspor,2026-01-20,3,0.75,True,"Ayrılık kararı çıkabilir, indicating a strong possibility of a departure or change in the team."
359e623f5a3e,Fenerbahce,2026-01-20,3,0.75,True,"The article mentions a potential departure and a new offer, indicating a strong signal for a manager change."
7822ea36e972,Galatasaray,2026-01-20,0,0.0,False,The article headline does not indicate any managerial change or criticism.
d1eba41f02cc,Galatasaray,2026-01-20,2,0.5,True,"The article contains criticism towards the management, but it's not strong enough to indicate a high chance of a manager change."
f737479b3c2d,Goztep,2026-01-20,0,0.0,False,"The article is about the team's performance and the coach's comments, not a manager change."
bcc6a9d0ee05,Kayserispor,2026-01-20,3,0.75,True,"The coach is criticizing the team's performance, indicating potential dissatisfaction."
69432c0e9c37,Kocaelispor,2026-01-20,0,0.0,True,new coach profile
dead905e76dc,Kocaelispor,2026-01-20,0,0.0,False,"The article is about a player being suspended, not a manager change."
b022a82d4e78,Konyaspor,2026-01-20,1,0.25,True,"The article suggests that the departure rumors are not true, indicating a mild signal of a potential change."
f875357fd6a7,Rizespor,2026-01-20,3,0.75,True,"The manager, Recep Uçar, mentioned that they paid the price for their mistakes, indicating potential criticism and possibly unrest within the team."
f2d806ab769f,Fenerbahce,2026-01-21,0,0.0,False,new coach profile
37f9cb030e3f,Fenerbahce,2026-01-21,4,1.0,True,Confirmed firing/resignation NOW
42f76d528cad,Trabzonspor,2026-01-21,4,1.0,True,"Ayrılık resmen duyuruldu, which translates to 'separation was officially announced', indicating a confirmed firing or resignation."
cc0a27bf3898,Besiktas,2026-01-22,0,0.0,False,new coach profile
5185dd214681,Galatasaray,2026-01-22,0,0.0,False,"The article is about the team's upcoming match and the coach's analysis, not about a change in the manager."
d7d44de78858,Goztep,2026-01-23,0,0.0,False,new coach profile
7f60a437e89f,Kasimpasa,2026-01-23,0,0.0,False,No manager change mentioned in the article.
493acbb67f76,Trabzonspor,2026-01-23,0,0.0,False,no manager change mentioned
bf29836c89d1,Trabzonspor,2026-01-23,0,0.0,False,"The article is about the current manager's statement, no indication of a change."
8364758eae08,Karagumruk,2026-01-24,0,0.0,False,"The article is about a transfer announcement, not a manager change."
108ee14151e4,Kasimpasa,2026-01-24,0,0.0,True,"The article is a response to departure rumors, but does not indicate a new appointment or a confirmed firing."
8315441d9660,Konyaspor,2026-01-24,3,0.75,True,"The team is on a 7-match losing streak, and the coach is near a record, indicating strong criticism."
bca33a30eb50,Samsunspor,2026-01-24,2,0.5,True,"The article mentions the coach, Thomas Reis, but does not indicate any immediate threat to his job, only expressing dissatisfaction with the team's performance."
356e1c5a10e4,Fenerbahce,2026-01-25,0,0.0,True,"The article mentions the current manager Tedesco, but there's no indication of a change."
71fae0c85563,Galatasaray,2026-01-25,4,1.0,True,"The article is about Okan Buruk being fired, which is a confirmed event."
9bbe879644dd,Goztep,2026-01-25,0,0.0,False,"The article is a positive comment from a manager, not related to a change in the team's manager."
88b1963d437a,Goztep,2026-01-25,2,0.5,True,"The article mentions criticism from the manager, Stanimir Stoilov, but does not indicate any immediate action or replacement."
254a18100ce6,Goztep,2026-01-25,0,0.0,False,The article is about a team's performance and does not mention a manager change.
641b598200f3,Goztep,2026-01-25,0,0.0,False,"The article headline does not indicate a manager change, it's an interview with Stoilov."
dd125fb76280,Karagumruk,2026-01-25,0,0.0,True,new coach profile
d983c02a3814,Konyaspor,2026-01-25,4,1.0,True,"The article suggests that Çağdaş Atan's fate is decided, implying a confirmed firing or resignation."
52024c61eefc,Alanyaspor,2026-01-26,2,0.5,True,"The article contains criticism towards the team's performance, specifically mentioning Maestro, but does not indicate a strong signal for a manager change."
929b2a021e96,Alanyaspor,2026-01-26,0,0.0,True,new coach profile
f50f57052978,Eyupspor,2026-01-26,0,0.0,False,"The article is about the current manager Atilla Gerin, not a change in management."
c41bf3508940,Eyupspor,2026-01-26,0,0.0,False,no manager change mentioned
252fef989086,Eyupspor,2026-01-26,4,1.0,True,Protests against the management and calls for resignation.
759a0b6aadbc,Fenerbahce,2026-01-26,3,0.75,True,Protests/named replacement Sadettin Saran mentioned in the headline.
9f4a00846ce1,Goztep,2026-01-26,3,0.75,True,"The coach is expressing difficulty in building the team, which may indicate criticism and potential protests."
d482e50841e0,Goztep,2026-01-26,0,0.0,False,"The article is about the team's happiness with a recent point, not a manager change."
